id,userid,courseid,component,action,objectid,timecreated,_week
9921,439,3,mod_bigbluebuttonbn,view,34,1710588609,6
9922,439,10,mod_resource,view,139,1710669132,6
9923,439,11,mod_page,view,161,1710256991,6
9924,439,5,mod_assign,submit,3,1710573430,6
9925,439,7,mod_resource,view,102,1710439608,6
9926,439,4,mod_page,view,57,1710447521,6
9927,439,3,mod_assign,submit,2,1710703475,6
9928,439,9,mod_book,view,127,1710327130,6
9929,439,2,mod_assign,submit,9,1710379790,6
9930,439,3,mod_url,view,38,1710384414,6
9931,450,2,mod_lesson,view,23,1710692177,6
9932,450,8,mod_folder,view,120,1710625655,6
9933,450,3,mod_book,view,36,1710519137,6
9934,450,2,mod_url,view,21,1710742952,6
9935,450,6,mod_book,view,77,1710725480,6
9936,450,12,mod_url,view,170,1710681908,6
9937,450,9,mod_assign,submit,5,1710322554,6
9938,450,2,mod_url,view,21,1710714230,6
9939,450,13,mod_url,view,187,1710566161,6
9940,452,11,mod_resource,view,164,1710451727,6
9941,452,12,mod_book,view,180,1710597967,6
9942,452,15,mod_lesson,view,224,1710324152,6
9943,452,9,mod_assign,submit,5,1710767887,6
9944,452,6,mod_book,view,89,1710501440,6
9945,452,11,mod_page,view,162,1710192917,6
9946,452,6,mod_resource,view,84,1710786707,6
9947,452,6,mod_resource,view,87,1710299807,6
9948,453,9,mod_lesson,view,130,1710345228,6
9949,453,13,mod_book,view,191,1710620052,6
9950,453,6,mod_page,view,85,1710242988,6
9951,453,5,mod_assign,submit,3,1710627267,6
9952,453,1,mod_quiz,attempt,1,1710257365,6
9953,453,10,mod_resource,view,139,1710817021,6
9954,453,6,mod_page,view,85,1710474654,6
9955,453,2,mod_quiz,attempt,9,1710266928,6
9956,453,2,mod_quiz,attempt,9,1710217160,6
9957,460,3,mod_assign,submit,2,1710811152,6
9958,460,8,mod_assign,submit,12,1710293839,6
9959,460,8,mod_assign,submit,12,1710590425,6
9960,460,14,mod_page,view,207,1710519861,6
9961,460,14,mod_assign,submit,15,1710191273,6
9962,460,1,mod_page,view,4,1710363014,6
9963,460,3,mod_assign,submit,2,1710436843,6
9964,460,1,mod_page,view,3,1710326310,6
9965,460,11,mod_resource,view,151,1710317668,6
9966,460,8,mod_book,view,106,1710750445,6
9967,460,8,mod_folder,view,107,1710616699,6
9968,460,6,mod_book,view,89,1710575174,6
9969,464,2,mod_assign,submit,9,1710678614,6
9970,464,2,mod_book,view,26,1710527186,6
9971,464,6,mod_lesson,view,78,1710609377,6
9972,464,14,mod_book,view,203,1710369351,6
9973,464,8,mod_lesson,view,108,1710221134,6
9974,464,1,mod_quiz,attempt,1,1710674336,6
9975,464,13,mod_quiz,attempt,7,1710246712,6
9976,464,7,mod_folder,view,96,1710216495,6
9977,464,1,mod_url,view,2,1710290523,6
9978,464,8,mod_lesson,view,114,1710568204,6
9979,466,15,mod_folder,view,220,1710526271,6
9980,468,6,mod_book,view,90,1710685990,6
9981,502,9,mod_lesson,view,131,1710750647,6
9982,502,10,mod_folder,view,138,1710542325,6
9983,502,15,mod_folder,view,220,1710409885,6
9984,506,7,mod_url,view,95,1710610982,6
9985,506,7,mod_lesson,view,93,1710317369,6
9986,506,15,mod_resource,view,211,1710720627,6
9987,506,4,mod_book,view,50,1710658772,6
9988,506,1,mod_quiz,attempt,1,1710593371,6
9989,506,7,mod_assign,submit,4,1710399000,6
9990,506,14,mod_url,view,201,1710336959,6
9991,506,5,mod_assign,submit,3,1710402923,6
9992,506,14,mod_lesson,view,204,1710530467,6
9993,506,10,mod_folder,view,138,1710210057,6
9994,506,6,mod_page,view,85,1710243524,6
9995,506,6,mod_page,view,85,1710578066,6
9996,506,11,mod_resource,view,155,1710181813,6
9997,531,14,mod_url,view,201,1710601706,6
9998,531,15,mod_assign,submit,8,1710578395,6
9999,531,7,mod_folder,view,105,1710757400,6
10000,531,14,mod_resource,view,200,1710322238,6
10001,572,11,mod_assign,submit,6,1710621189,6
10002,572,12,mod_resource,view,177,1710726118,6
10003,572,1,mod_page,view,4,1710692754,6
10004,572,8,mod_quiz,attempt,12,1710604953,6
10005,572,1,mod_assign,submit,1,1710639722,6
10006,572,1,mod_url,view,15,1710751884,6
10007,572,2,mod_page,view,16,1710729836,6
10008,599,8,mod_folder,view,107,1710410247,6
10009,612,15,mod_url,view,214,1710760285,6
10010,612,9,mod_lesson,view,121,1710177114,6
10011,612,10,mod_url,view,141,1710356205,6
10012,612,11,mod_resource,view,152,1710202100,6
10013,612,8,mod_quiz,attempt,12,1710435716,6
10014,612,12,mod_url,view,168,1710520873,6
10015,612,13,mod_url,view,187,1710584852,6
10016,612,9,mod_book,view,129,1710730168,6
10017,612,3,mod_quiz,attempt,2,1710505568,6
10018,612,12,mod_resource,view,177,1710546173,6
10019,612,12,mod_folder,view,169,1710461637,6
10020,612,8,mod_folder,view,107,1710319365,6
10021,612,5,mod_resource,view,68,1710609706,6
10022,612,11,mod_resource,view,164,1710335365,6
10023,612,12,mod_resource,view,167,1710240922,6
10024,617,11,mod_page,view,162,1710708876,6
10025,634,3,mod_quiz,attempt,2,1710642404,6
10026,634,14,mod_assign,submit,15,1710383426,6
10027,634,7,mod_assign,submit,4,1710393864,6
10028,634,11,mod_resource,view,157,1710350611,6
10029,634,12,mod_folder,view,175,1710641664,6
10030,634,10,mod_url,view,140,1710714742,6
10031,634,4,mod_page,view,54,1710413008,6
10032,634,13,mod_book,view,182,1710167641,6
10033,634,13,mod_resource,view,184,1710514528,6
10034,634,1,mod_url,view,2,1710566756,6
10035,634,3,mod_assign,submit,2,1710786445,6
10036,634,14,mod_page,view,207,1710240896,6
10037,634,10,mod_quiz,attempt,13,1710776412,6
10038,634,1,mod_folder,view,6,1710579343,6
10039,640,9,mod_lesson,view,130,1710454122,6
10040,640,5,mod_page,view,72,1710649723,6
10041,646,11,mod_page,view,160,1710458229,6
10042,646,6,mod_quiz,attempt,11,1710560412,6
10043,646,4,mod_quiz,attempt,10,1710298933,6
10044,655,2,mod_lesson,view,28,1710391046,6
10045,655,3,mod_page,view,40,1710224955,6
10046,661,1,mod_bigbluebuttonbn,view,13,1710410762,6
10047,661,2,mod_assign,submit,9,1710385734,6
10048,661,15,mod_assign,submit,8,1710178362,6
10049,661,4,mod_assign,submit,10,1710659279,6
10050,661,5,mod_page,view,71,1710686825,6
10051,661,12,mod_assign,submit,14,1710585794,6
10052,661,4,mod_assign,submit,10,1710518037,6
10053,661,12,mod_assign,submit,14,1710548665,6
10054,661,4,mod_assign,submit,10,1710432291,6
10055,661,3,mod_book,view,44,1710226439,6
10056,661,5,mod_quiz,attempt,3,1710673865,6
10057,661,13,mod_book,view,182,1710588556,6
10058,661,6,mod_book,view,77,1710463951,6
10059,661,3,mod_assign,submit,2,1710443112,6
10060,661,12,mod_folder,view,169,1710723924,6
10061,661,8,mod_resource,view,113,1710395983,6
10062,665,6,mod_page,view,85,1710675010,6
10063,665,7,mod_assign,submit,4,1710282558,6
10064,665,13,mod_page,view,194,1710793991,6
10065,665,10,mod_url,view,140,1710542371,6
10066,665,11,mod_resource,view,164,1710647087,6
10067,665,7,mod_folder,view,96,1710222498,6
10068,665,1,mod_page,view,3,1710395935,6
10069,665,13,mod_book,view,191,1710461985,6
10070,665,6,mod_assign,submit,11,1710320745,6
10071,665,6,mod_book,view,90,1710751351,6
10072,672,8,mod_folder,view,107,1710781910,6
10073,672,6,mod_quiz,attempt,11,1710566028,6
10074,672,1,mod_lesson,view,11,1710625824,6
10075,672,13,mod_assign,submit,7,1710657392,6
10076,672,10,mod_url,view,141,1710320460,6
10077,672,13,mod_assign,submit,7,1710665387,6
10078,672,15,mod_assign,submit,8,1710651976,6
10079,672,2,mod_resource,view,20,1710683507,6
10080,672,13,mod_url,view,187,1710691743,6
10081,672,1,mod_folder,view,6,1710309567,6
10082,672,5,mod_quiz,attempt,3,1710264370,6
10083,672,2,mod_assign,submit,9,1710579103,6
10084,672,7,mod_url,view,99,1710201040,6
10085,675,15,mod_assign,submit,8,1710219214,6
10086,675,10,mod_folder,view,138,1710516372,6
10087,675,14,mod_assign,submit,15,1710674091,6
10088,675,2,mod_resource,view,20,1710374475,6
10089,675,2,mod_book,view,19,1710365619,6
10090,675,13,mod_resource,view,184,1710393713,6
10091,675,3,mod_url,view,38,1710720391,6
10092,675,11,mod_resource,view,157,1710642281,6
10093,675,13,mod_assign,submit,7,1710569631,6
10094,675,12,mod_assign,submit,14,1710721220,6
10095,675,10,mod_bigbluebuttonbn,view,150,1710723387,6
10096,675,15,mod_lesson,view,213,1710576170,6
10097,675,15,mod_resource,view,223,1710553273,6
10098,675,6,mod_quiz,attempt,11,1710565191,6
10099,675,10,mod_url,view,140,1710364936,6
10100,675,3,mod_assign,submit,2,1710321981,6
10101,675,1,mod_assign,submit,1,1710324018,6
10102,675,10,mod_lesson,view,136,1710216309,6
10103,675,1,mod_assign,submit,1,1710510757,6
10104,688,1,mod_url,view,14,1710323598,6
10105,688,6,mod_book,view,83,1710221351,6
10106,688,1,mod_url,view,15,1710695920,6
10107,688,6,mod_book,view,79,1710664302,6
10108,692,2,mod_lesson,view,17,1710480580,6
10109,692,15,mod_resource,view,223,1710219848,6
10110,692,9,mod_assign,submit,5,1710432649,6
10111,711,10,mod_lesson,view,136,1710728736,6
10112,711,8,mod_folder,view,107,1710440890,6
10113,711,8,mod_lesson,view,114,1710262442,6
10114,711,10,mod_url,view,141,1710729851,6
10115,711,15,mod_quiz,attempt,8,1710271417,6
10116,713,5,mod_folder,view,73,1710332974,6
10117,713,10,mod_lesson,view,148,1710293378,6
10118,713,4,mod_resource,view,56,1710345326,6
10119,713,3,mod_bigbluebuttonbn,view,34,1710253465,6
10120,713,1,mod_lesson,view,8,1710362260,6
10121,715,1,mod_folder,view,6,1710285342,6
10122,715,9,mod_page,view,123,1710583061,6
10123,715,6,mod_book,view,79,1710510179,6
10124,715,7,mod_folder,view,96,1710342289,6
10125,715,6,mod_resource,view,86,1710649479,6
10126,715,8,mod_resource,view,115,1710231335,6
10127,715,14,mod_lesson,view,204,1710750924,6
10128,715,14,mod_book,view,203,1710260039,6
10129,715,14,mod_lesson,view,204,1710641979,6
10130,715,7,mod_url,view,95,1710286880,6
10131,715,15,mod_assign,submit,8,1710431545,6
10132,715,5,mod_url,view,70,1710634646,6
10133,715,15,mod_resource,view,223,1710546100,6
10134,715,8,mod_assign,submit,12,1710232626,6
10135,715,7,mod_bigbluebuttonbn,view,97,1710229736,6
10136,715,9,mod_page,view,123,1710485948,6
10137,724,11,mod_page,view,160,1710505884,6
10138,724,2,mod_book,view,19,1710660023,6
10139,724,4,mod_lesson,view,53,1710615769,6
10140,724,14,mod_book,view,203,1710610700,6
10141,724,4,mod_page,view,54,1710705340,6
10142,749,4,mod_lesson,view,55,1710691990,6
10143,749,2,mod_lesson,view,23,1710589700,6
10144,749,6,mod_book,view,79,1710496962,6
10145,749,9,mod_book,view,134,1710502940,6
10146,749,11,mod_assign,submit,6,1710218391,6
10147,749,5,mod_bigbluebuttonbn,view,65,1710367860,6
10148,749,10,mod_bigbluebuttonbn,view,150,1710633984,6
10149,749,5,mod_bigbluebuttonbn,view,74,1710572105,6
10150,749,15,mod_resource,view,223,1710187155,6
10151,749,11,mod_resource,view,157,1710581799,6
10152,749,7,mod_url,view,99,1710203440,6
10153,749,7,mod_quiz,attempt,4,1710732580,6
10154,749,11,mod_assign,submit,6,1710570945,6
10155,749,7,mod_resource,view,92,1710279139,6
10156,749,7,mod_folder,view,105,1710597242,6
10157,749,4,mod_page,view,57,1710411088,6
10158,761,14,mod_url,view,209,1710567725,6
10159,761,6,mod_bigbluebuttonbn,view,82,1710663448,6
10160,761,9,mod_lesson,view,131,1710646922,6
10161,761,4,mod_assign,submit,10,1710551945,6
10162,761,12,mod_url,view,168,1710553161,6
10163,761,6,mod_resource,view,84,1710271023,6
10164,785,13,mod_lesson,view,195,1710551772,6
10165,785,8,mod_lesson,view,114,1710258970,6
10166,785,13,mod_book,view,191,1710235194,6
10167,789,1,mod_quiz,attempt,1,1710438798,6
10168,789,12,mod_book,view,180,1710543449,6
10169,789,6,mod_page,view,81,1710539116,6
10170,789,13,mod_url,view,185,1710437293,6
10171,789,13,mod_book,view,191,1710357150,6
10172,789,2,mod_book,view,22,1710218378,6
10173,789,6,mod_resource,view,87,1710449573,6
10174,789,10,mod_url,view,140,1710511231,6
10175,789,10,mod_folder,view,138,1710610112,6
10176,810,13,mod_url,view,185,1710521856,6
10177,810,11,mod_url,view,154,1710316998,6
10178,810,1,mod_lesson,view,8,1710197844,6
10179,810,15,mod_book,view,221,1710239656,6
10180,810,6,mod_resource,view,87,1710582534,6
10181,810,9,mod_book,view,134,1710598595,6
10182,810,12,mod_resource,view,177,1710638636,6
10183,810,4,mod_quiz,attempt,10,1710559048,6
10184,810,10,mod_bigbluebuttonbn,view,144,1710541933,6
10185,824,10,mod_folder,view,138,1710786719,6
10186,824,3,mod_book,view,44,1710548066,6
10187,824,8,mod_bigbluebuttonbn,view,110,1710308139,6
10188,824,5,mod_folder,view,73,1710381053,6
10189,824,15,mod_assign,submit,8,1710714277,6
10190,824,12,mod_folder,view,175,1710468292,6
10191,824,7,mod_quiz,attempt,4,1710177996,6
10192,824,4,mod_page,view,57,1710336015,6
10193,824,11,mod_quiz,attempt,6,1710412039,6
10194,857,15,mod_assign,submit,8,1710545036,6
10195,857,7,mod_url,view,95,1710758141,6
10196,857,3,mod_page,view,40,1710677159,6
10197,857,13,mod_assign,submit,7,1710152671,6
10198,857,13,mod_lesson,view,195,1710582599,6
10199,863,11,mod_page,view,160,1710635967,6
10200,863,5,mod_quiz,attempt,3,1710578738,6
10201,863,2,mod_bigbluebuttonbn,view,29,1710544480,6
10202,863,9,mod_assign,submit,5,1710254708,6
10203,863,2,mod_lesson,view,28,1710241324,6
10204,863,13,mod_quiz,attempt,7,1710610301,6
10205,863,12,mod_resource,view,177,1710613014,6
10206,863,6,mod_resource,view,86,1710564372,6
10207,863,11,mod_resource,view,165,1710464964,6
10208,877,12,mod_bigbluebuttonbn,view,172,1710474869,6
10209,877,5,mod_quiz,attempt,3,1710397620,6
10210,877,15,mod_book,view,221,1710641189,6
10211,877,15,mod_resource,view,211,1710586011,6
10212,877,10,mod_lesson,view,148,1710244383,6
10213,877,5,mod_bigbluebuttonbn,view,65,1710636623,6
10214,877,4,mod_assign,submit,10,1710227427,6
10215,877,8,mod_folder,view,120,1710588072,6
10216,877,10,mod_assign,submit,13,1710601280,6
10217,877,10,mod_url,view,140,1710277063,6
10218,877,7,mod_assign,submit,4,1710501925,6
10219,877,5,mod_assign,submit,3,1710642983,6
10220,877,4,mod_quiz,attempt,10,1710633434,6
10221,877,10,mod_url,view,146,1710690854,6
10222,902,5,mod_quiz,attempt,3,1710192617,6
10223,902,4,mod_lesson,view,53,1710725721,6
10224,902,13,mod_quiz,attempt,7,1710686701,6
10225,902,10,mod_folder,view,143,1710252366,6
10226,902,4,mod_assign,submit,10,1710392020,6
10227,902,11,mod_resource,view,151,1710503164,6
10228,902,11,mod_bigbluebuttonbn,view,158,1710678557,6
10229,902,1,mod_url,view,15,1710417007,6
10230,902,5,mod_bigbluebuttonbn,view,65,1710321952,6
10231,915,15,mod_resource,view,211,1710707633,6
10232,935,12,mod_bigbluebuttonbn,view,171,1710577777,6
10233,935,14,mod_quiz,attempt,15,1710399650,6
10234,935,14,mod_url,view,201,1710717282,6
10235,935,9,mod_page,view,123,1710607204,6
10236,935,6,mod_resource,view,84,1710196445,6
10237,935,12,mod_resource,view,166,1710288509,6
10238,935,12,mod_bigbluebuttonbn,view,172,1710436846,6
10239,935,14,mod_book,view,203,1710225952,6
10240,935,1,mod_bigbluebuttonbn,view,13,1710261508,6
10241,935,9,mod_resource,view,128,1710369011,6
10242,935,10,mod_quiz,attempt,13,1710262772,6
10243,935,7,mod_resource,view,92,1710435881,6
10244,935,11,mod_page,view,160,1710590049,6
10245,942,15,mod_assign,submit,8,1710461686,6
10246,942,3,mod_bigbluebuttonbn,view,34,1710500569,6
10247,942,8,mod_folder,view,107,1710632747,6
10248,942,6,mod_assign,submit,11,1710668133,6
10249,942,10,mod_assign,submit,13,1710391337,6
10250,942,4,mod_page,view,57,1710499570,6
10251,942,7,mod_assign,submit,4,1710391541,6
10252,942,11,mod_page,view,160,1710312139,6
10253,942,7,mod_url,view,99,1710349706,6
10254,942,4,mod_assign,submit,10,1710567840,6
10255,942,7,mod_quiz,attempt,4,1710227434,6
10256,965,11,mod_resource,view,157,1710744771,6
10257,965,15,mod_resource,view,211,1710562823,6
10258,965,3,mod_url,view,37,1710575377,6
10259,965,8,mod_resource,view,115,1710315497,6
10260,965,9,mod_quiz,attempt,5,1710644222,6
10261,965,7,mod_bigbluebuttonbn,view,98,1710731318,6
10262,976,7,mod_resource,view,102,1710780227,6
10263,976,8,mod_folder,view,107,1710213278,6
10264,976,1,mod_lesson,view,11,1710769687,6
10265,976,10,mod_page,view,137,1710533439,6
10266,976,8,mod_quiz,attempt,12,1710428865,6
10267,976,8,mod_lesson,view,108,1710794018,6
10268,976,8,mod_lesson,view,114,1710598509,6
10269,976,2,mod_lesson,view,17,1710711621,6
10270,976,10,mod_bigbluebuttonbn,view,144,1710531664,6
10271,976,6,mod_book,view,89,1710427869,6
10272,976,4,mod_bigbluebuttonbn,view,48,1710216201,6
10273,976,14,mod_quiz,attempt,15,1710566722,6
10274,976,8,mod_resource,view,115,1710606075,6
10275,976,6,mod_book,view,83,1710299243,6
10276,977,11,mod_resource,view,156,1710690881,6
10277,977,12,mod_bigbluebuttonbn,view,171,1710465267,6
10278,977,7,mod_page,view,101,1710616803,6
10279,977,9,mod_assign,submit,5,1710638455,6
10280,977,9,mod_lesson,view,130,1710269367,6
10281,977,6,mod_book,view,83,1710808031,6
10282,977,1,mod_page,view,4,1710633459,6
10283,977,11,mod_quiz,attempt,6,1710336601,6
10284,977,7,mod_resource,view,92,1710565708,6
10285,977,12,mod_resource,view,167,1710199033,6
10286,977,1,mod_assign,submit,1,1710295763,6
10287,977,8,mod_bigbluebuttonbn,view,119,1710586022,6
10288,977,5,mod_bigbluebuttonbn,view,69,1710187100,6
10289,977,8,mod_bigbluebuttonbn,view,110,1710311126,6
10290,977,3,mod_page,view,40,1710512475,6
10291,977,4,mod_bigbluebuttonbn,view,48,1710490187,6
10292,977,7,mod_folder,view,96,1710445274,6
10293,979,7,mod_assign,submit,4,1710354190,6
10294,979,3,mod_assign,submit,2,1710499370,6
10295,979,2,mod_url,view,21,1710218376,6
10296,979,6,mod_bigbluebuttonbn,view,82,1710314333,6
10297,979,6,mod_quiz,attempt,11,1710430554,6
10298,979,2,mod_bigbluebuttonbn,view,29,1710391850,6
10299,979,6,mod_resource,view,84,1710601930,6
10300,979,9,mod_resource,view,128,1710449414,6
10301,979,4,mod_bigbluebuttonbn,view,48,1710629238,6
10302,979,5,mod_quiz,attempt,3,1710443364,6
10303,979,5,mod_bigbluebuttonbn,view,74,1710520453,6
10304,979,2,mod_book,view,22,1710490653,6
10305,979,6,mod_assign,submit,11,1710675007,6
10306,990,12,mod_folder,view,175,1710765204,6
10307,990,2,mod_url,view,27,1710619497,6
10308,990,10,mod_quiz,attempt,13,1710808746,6
10309,990,8,mod_assign,submit,12,1710633731,6
10310,990,3,mod_url,view,37,1710617284,6
10311,990,15,mod_lesson,view,213,1710331084,6
10312,990,3,mod_url,view,38,1710556065,6
10313,990,15,mod_resource,view,223,1710687036,6
10314,990,6,mod_book,view,77,1710312502,6
10315,990,2,mod_url,view,21,1710373125,6
10316,990,10,mod_folder,view,143,1710589013,6
10317,990,10,mod_url,view,146,1710696202,6
10318,990,7,mod_resource,view,92,1710647686,6
10319,995,10,mod_url,view,141,1710562368,6
10320,995,6,mod_lesson,view,78,1710316964,6
10321,995,12,mod_resource,view,177,1710457105,6
10322,995,2,mod_url,view,27,1710556283,6
10323,995,3,mod_assign,submit,2,1710592731,6
10324,995,11,mod_quiz,attempt,6,1710688132,6
10325,995,15,mod_assign,submit,8,1710232849,6
10326,995,2,mod_url,view,30,1710469318,6
10327,995,7,mod_bigbluebuttonbn,view,98,1710614757,6
10328,995,10,mod_url,view,141,1710263869,6
10329,1007,1,mod_lesson,view,11,1710401264,6
10330,1010,6,mod_assign,submit,11,1710472176,6
10331,1010,14,mod_url,view,209,1710465224,6
10332,1010,9,mod_quiz,attempt,5,1710722308,6
10333,1010,6,mod_page,view,85,1710751023,6
10334,1010,8,mod_assign,submit,12,1710620730,6
10335,1010,9,mod_book,view,134,1710584564,6
10336,1010,14,mod_resource,view,200,1710203931,6
10337,1010,6,mod_quiz,attempt,11,1710314204,6
10338,1010,9,mod_assign,submit,5,1710522995,6
10339,1010,11,mod_quiz,attempt,6,1710194766,6
10340,1010,10,mod_bigbluebuttonbn,view,145,1710769014,6
10341,1010,1,mod_quiz,attempt,1,1710356084,6
10342,1010,8,mod_resource,view,115,1710794097,6
10343,1014,5,mod_book,view,62,1710614065,6
10344,1014,15,mod_resource,view,211,1710669369,6
10345,1014,14,mod_book,view,203,1710159932,6
10346,1014,1,mod_page,view,3,1710270512,6
10347,1017,12,mod_resource,view,173,1710291381,6
10348,1017,6,mod_quiz,attempt,11,1710653607,6
10349,1017,1,mod_lesson,view,11,1710716550,6
10350,1017,11,mod_resource,view,155,1710550230,6
10351,1017,1,mod_assign,submit,1,1710647723,6
10352,1017,3,mod_assign,submit,2,1710564151,6
10353,1017,10,mod_quiz,attempt,13,1710315804,6
10354,1017,9,mod_book,view,132,1710786732,6
10355,1039,5,mod_bigbluebuttonbn,view,65,1710184877,6
10356,1039,15,mod_quiz,attempt,8,1710481878,6
10357,1039,1,mod_url,view,2,1710545059,6
10358,1039,7,mod_url,view,99,1710533010,6
10359,1039,2,mod_book,view,19,1710575378,6
10360,1039,1,mod_assign,submit,1,1710678754,6
10361,1039,6,mod_resource,view,84,1710415906,6
10362,1039,8,mod_bigbluebuttonbn,view,119,1710767109,6
10363,1039,10,mod_assign,submit,13,1710277163,6
10364,1039,12,mod_folder,view,169,1710234284,6
10365,1039,10,mod_bigbluebuttonbn,view,145,1710744092,6
10366,1039,6,mod_book,view,89,1710361685,6
10367,1039,4,mod_quiz,attempt,10,1710537104,6
10368,1039,8,mod_assign,submit,12,1710455743,6
10369,1039,11,mod_page,view,162,1710170470,6
10370,1043,5,mod_page,view,71,1710521745,6
10371,1043,1,mod_page,view,3,1710744378,6
10372,1043,14,mod_quiz,attempt,15,1710723088,6
10373,1043,1,mod_page,view,3,1710159768,6
10374,1043,3,mod_book,view,44,1710663149,6
10375,1044,11,mod_resource,view,165,1710598370,6
10376,1044,7,mod_url,view,99,1710422474,6
10377,1044,2,mod_quiz,attempt,9,1710366376,6
10378,1044,6,mod_book,view,79,1710452862,6
10379,1048,5,mod_resource,view,68,1710402856,6
